TimeStep,LE11,LE12,LE22,LE33,PE11,PE12,PE22,PE33,S11,S12,S22,S33
0.005761926,0.070446543,0.000683692,0.070149213,-0.139801845,0.069663368,0.000253552,0.06936793,-0.139031306,78738736,10899026,78642904,0
0.005792642,0.070569873,0.00073368,0.070235051,-0.139904872,0.069663368,0.000253552,0.06936793,-0.139031306,90209336,12165635,88213816,0
0.005823358,0.070562363,0.000712854,0.070162922,-0.139865637,0.069663368,0.000253552,0.06936793,-0.139031306,87841072,11637940,82570496,0
0.005850662,0.070430785,0.000680246,0.070005439,-0.139723271,0.069663368,0.000253552,0.06936793,-0.139031306,73958392,10811716,67374952,0
0.005881378,0.070237562,0.000668841,0.069696933,-0.13947615,0.069663368,0.000253552,0.06936793,-0.139031306,51642988,10522736,39217676,0
0.005912095,0.06995663,0.000623591,0.069393687,-0.139188424,0.069663368,0.000253552,0.06936793,-0.139031306,22825358,9376156,9269015,0
0.005942811,0.069720909,0.000548671,0.069075003,-0.138915345,0.069663368,0.000253552,0.06936793,-0.139031306,-2958418.25,7477811.5,-20719038,0
0.005970114,0.069533065,0.000554251,0.068877928,-0.138725773,0.069663368,0.000253552,0.06936793,-0.139031306,-22085576,7619213,-40313672,0
0.006000831,0.069419749,0.000476349,0.068742149,-0.138603076,0.069663368,0.000253552,0.06936793,-0.139031306,-34045644,5645297.5,-53412280,0
0.006031547,0.069412455,0.000466892,0.068740614,-0.138598725,0.069663368,0.000253552,0.06936793,-0.139031306,-34635548,5405663.5,-53710424,0
0.006062264,0.06949082,0.000454718,0.068880498,-0.138706222,0.069663368,0.000253552,0.06936793,-0.139031306,-25216694,5097211,-41174020,0
0.00609298,0.069678135,0.000434377,0.069100827,-0.138907,0.069663368,0.000253552,0.06936793,-0.139031306,-5549338,4581784.5,-19833398,0
0.006120284,0.069864534,0.00045783,0.069373406,-0.139133066,0.069663368,0.000253552,0.06936793,-0.139031306,15352931,5176055.5,5435984,0
0.006151,0.070112303,0.000441484,0.069668747,-0.139400572,0.069663368,0.000253552,0.06936793,-0.139031306,41465508,4761871,33959536,0
0.006181716,0.070267439,0.000427109,0.070000298,-0.139640287,0.069663368,0.000253552,0.06936793,-0.139031306,61474800,4397638,62908664,0
0.006212432,0.070391178,0.000429354,0.070149563,-0.13977474,0.069663368,0.000253552,0.06936793,-0.139031306,74560000,4454519,77287312,0
0.006243149,0.070389159,0.000419163,0.070200957,-0.139799058,0.069663368,0.000253552,0.06936793,-0.139031306,75689712,4196287,81124152,0
0.006270452,0.070295207,0.000530852,0.070125289,-0.139715523,0.069663368,0.000253552,0.06936793,-0.139031306,66694960,7026318.5,73055816,0
0.006301169,0.070108846,0.000512186,0.069928661,-0.139526889,0.069663368,0.000253552,0.06936793,-0.139031306,47691268,6553338,53531748,0
0.006331885,0.069866069,0.000546808,0.069668576,-0.139279202,0.069663368,0.000253552,0.06936793,-0.139031306,22836704,7430605.5,27800234,0
0.006362601,0.069626354,0.000610851,0.06935019,-0.13900432,0.069663368,0.000253552,0.06936793,-0.139031306,-3241752,9053363,-2264607.75,0
0.006393318,0.069411106,0.000591266,0.069109082,-0.138779551,0.069663368,0.000253552,0.06936793,-0.139031306,-25539928,8557114,-25873686,0
0.006420621,0.069303416,0.00062234,0.068918608,-0.138632685,0.069663368,0.000253552,0.06936793,-0.139031306,-38440044,9344464,-42969064,0
0.006451338,0.069268912,0.000613582,0.068832703,-0.138573393,0.069663368,0.000253552,0.06936793,-0.139031306,-43193872,9122559,-50327476,0
0.006482054,0.069370456,0.0006383,0.068837203,-0.138625622,0.069663368,0.000253552,0.06936793,-0.139031306,-35400976,9748876,-47452544,0
0.00651277,0.069525756,0.00054875,0.069008268,-0.138786361,0.069663368,0.000253552,0.06936793,-0.139031306,-19384880,7479815,-30637730,0
0.006540074,0.069785267,0.000623836,0.069176175,-0.138996884,0.069663368,0.000253552,0.06936793,-0.139031306,4434501,9382383,-11460478,0
0.00657079,0.070068441,0.000538839,0.069459014,-0.13927567,0.069663368,0.000253552,0.06936793,-0.139031306,32912910,7228689.5,17000724,0
0.006601506,0.070338055,0.000542814,0.069732711,-0.139543265,0.069663368,0.000253552,0.06936793,-0.139031306,60137200,7329417.5,44431840,0
0.006632223,0.070524178,0.000505607,0.06997098,-0.139752299,0.069663368,0.000253552,0.06936793,-0.139031306,80162048,6386658.5,67099528,0
0.006662939,0.070614845,0.000493127,0.070084408,-0.139852822,0.069663368,0.000253552,0.06936793,-0.139031306,89851112,6070420.5,77941832,0
0.006690242,0.070567057,0.000413196,0.070091054,-0.139832556,0.069663368,0.000253552,0.06936793,-0.139031306,86402304,4045098,77252000,0
0.006720959,0.070361614,0.000457662,0.069986761,-0.139679998,0.069663368,0.000253552,0.06936793,-0.139031306,68260320,5171811.5,64235560,0
0.006751675,0.070079528,0.000427908,0.069753058,-0.139425948,0.069663368,0.000253552,0.06936793,-0.139031306,41090536,4417888.5,39518268,0
0.006782392,0.069718249,0.000408769,0.069476739,-0.139111906,0.069663368,0.000253552,0.06936793,-0.139031306,6867682.5,3932923.25,9600388,0
0.006813108,0.069391616,0.000449436,0.069164842,-0.138797417,0.069663368,0.000253552,0.06936793,-0.139031306,-25622492,4963355,-22143004,0
0.006840412,0.069113486,0.000433844,0.068972223,-0.138565555,0.069663368,0.000253552,0.06936793,-0.139031306,-51467604,4568286.5,-43654528,0
0.006871128,0.0689371,0.00046129,0.068783149,-0.138385549,0.069663368,0.000253552,0.06936793,-0.139031306,-69527840,5263716.5,-62357952,0
0.006901844,0.068883963,0.00044631,0.068737373,-0.138336822,0.069663368,0.000253552,0.06936793,-0.139031306,-74689640,4884148,-67146768,0
0.00693256,0.068963602,0.000452239,0.068810858,-0.138412252,0.069663368,0.000253552,0.06936793,-0.139031306,-66831972,5034379.5,-59600516,0
0.006963277,0.069194399,0.000473721,0.068996616,-0.138617411,0.069663368,0.000253552,0.06936793,-0.139031306,-44738748,5578696.5,-39789832,0
0.00699058,0.069479518,0.000437479,0.069243185,-0.138879299,0.069663368,0.000253552,0.06936793,-0.139031306,-17018558,4660385,-14023546,0
0.007021297,0.069873795,0.000468708,0.069556467,-0.139227793,0.069663368,0.000253552,0.06936793,-0.139031306,20622630,5451679.5,19513656,0
0.007052013,0.070249222,0.0004792,0.069878854,-0.139571488,0.069663368,0.000253552,0.06936793,-0.139031306,57065468,5717534,53268312,0
0.007082729,0.070582233,0.000501744,0.070130818,-0.139859617,0.069663368,0.000253552,0.06936793,-0.139031306,88543056,6288771.5,80638560,0
0.007110033,0.07077501,0.000511168,0.070261724,-0.140019044,0.069663368,0.000253552,0.06936793,-0.139031306,106391376,6527550.5,95351424,0
0.007140749,0.070868768,0.000580214,0.070255585,-0.140062198,0.069663368,0.000253552,0.06936793,-0.139031306,113329376,8277059.5,97227064,0
0.007171466,0.07076057,0.000532386,0.070134602,-0.139949322,0.069663368,0.000253552,0.06936793,-0.139031306,102125968,7065185,85375800,0
0.007202182,0.070569612,0.000611448,0.069858752,-0.139719397,0.069663368,0.000253552,0.06936793,-0.139031306,80797624,9068487,59745308,0
0.007232898,0.070235297,0.00060392,0.069537766,-0.139396638,0.069663368,0.000253552,0.06936793,-0.139031306,47499060,8877734,27122042,0
0.007260201,0.069931641,0.00057996,0.069227085,-0.139094055,0.069663368,0.000253552,0.06936793,-0.139031306,16776459,8270632,-3956253.75,0
0.007290918,0.069588542,0.00061829,0.068944037,-0.13878566,0.069663368,0.000253552,0.06936793,-0.139031306,-16238942,9241851,-33928416,0
0.007321634,0.069324799,0.000584497,0.068738014,-0.138554275,0.069663368,0.000253552,0.06936793,-0.139031306,-41330468,8385581.5,-56094776,0
0.007352351,0.069162279,0.000534186,0.068646267,-0.138429046,0.069663368,0.000253552,0.06936793,-0.139031306,-55912560,7110791,-67090632,0
0.007383067,0.069111593,0.000552836,0.068710014,-0.138435468,0.069663368,0.000253552,0.06936793,-0.139031306,-58155100,7583347.5,-63534060,0
0.007410371,0.069169305,0.00047644,0.068845049,-0.138530403,0.069663368,0.000253552,0.06936793,-0.139031306,-50419652,5647599,-51879948,0
0.007441087,0.069331296,0.000461065,0.069103062,-0.138737276,0.069663368,0.000253552,0.06936793,-0.139031306,-31726986,5258018.5,-28321448,0
0.007471803,0.069569975,0.000405296,0.069395714,-0.13899897,0.069663368,0.000253552,0.06936793,-0.139031306,-6369751,3844943,-228854.375,0
0.00750252,0.069812857,0.000398138,0.069719866,-0.139278263,0.069663368,0.000253552,0.06936793,-0.139031306,20091774,3663567.5,30351114,0
0.007533236,0.070051275,0.000339558,0.069974087,-0.139520898,0.069663368,0.000253552,0.06936793,-0.139031306,44470732,2179229.75,55531008,0
0.00756054,0.070209675,0.000375717,0.070117608,-0.139669612,0.069663368,0.000253552,0.06936793,-0.139031306,60033820,3095441.75,70339888,0
0.007591256,0.070287809,0.000378589,0.070177019,-0.139737353,0.069663368,0.000253552,0.06936793,-0.139031306,67426656,3168214,76784112,0
0.007621972,0.070277467,0.000407596,0.070095323,-0.139692023,0.069663368,0.000253552,0.06936793,-0.139031306,64605248,3903215.25,70346760,0
0.007652688,0.070156142,0.000452899,0.069928475,-0.13955009,0.069663368,0.000253552,0.06936793,-0.139031306,51264072,5051120.5,54698440,0
0.007683405,0.070016861,0.000540949,0.069657303,-0.139347926,0.069663368,0.000253552,0.06936793,-0.139031306,33960580,7282158,30711304,0
0.007710708,0.069826901,0.000526875,0.069443293,-0.139148951,0.069663368,0.000253552,0.06936793,-0.139031306,14251046,6925550.5,9782992,0
0.007741425,0.069691144,0.00062425,0.069179758,-0.138952285,0.069663368,0.000253552,0.06936793,-0.139031306,-2595030,9392860,-13538469,0
0.007772141,0.069557935,0.000668611,0.069027551,-0.138811707,0.069663368,0.000253552,0.06936793,-0.139031306,-16469535,10516893,-28375938,0
0.007802858,0.069550283,0.000662162,0.068932898,-0.138761327,0.069663368,0.000253552,0.06936793,-0.139031306,-19410920,10353497,-35726296,0
0.007830161,0.069576949,0.000675363,0.068960622,-0.138788104,0.069663368,0.000253552,0.06936793,-0.139031306,-16702270,10687982,-32963632,0
0.007860878,0.069698885,0.00068797,0.069061041,-0.138897628,0.069663368,0.000253552,0.06936793,-0.139031306,-4972569.5,11007417,-22324672,0
0.007891594,0.069855683,0.000621767,0.069250919,-0.13906838,0.069663368,0.000253552,0.06936793,-0.139031306,11626213,9329956,-4049119.25,0
0.007922309,0.070037805,0.000556721,0.069450311,-0.139256284,0.069663368,0.000253552,0.06936793,-0.139031306,30378330,7681782,15577767,0
0.007953026,0.070177667,0.000535319,0.069656134,-0.139426559,0.069663368,0.000253552,0.06936793,-0.139031306,46094376,7139497.5,34636896,0
0.00798033,0.070261493,0.000450078,0.069790438,-0.139533997,0.069663368,0.000253552,0.06936793,-0.139031306,55787132,4979627,46887556,0
0.008011046,0.070272326,0.000400398,0.069846362,-0.139566869,0.069663368,0.000253552,0.06936793,-0.139031306,58002236,3720816,51387704,0
0.008041763,0.070183672,0.000349032,0.069829315,-0.139514804,0.069663368,0.000253552,0.06936793,-0.139031306,50871504,2419284,47885476,0
0.008072479,0.070037462,0.000351742,0.069696262,-0.139377266,0.069663368,0.000253552,0.06936793,-0.139031306,36491532,2487973.5,34172256,0
0.008103195,0.069804609,0.000318126,0.0695315,-0.13918142,0.069663368,0.000253552,0.06936793,-0.139031306,14766367,1636196,15897900,0
0.008130498,0.069629028,0.000348691,0.069340371,-0.139000803,0.069663368,0.000253552,0.06936793,-0.139031306,-3284697.75,2410644.5,-2941089.25,0
0.008161215,0.069434986,0.00039141,0.069156006,-0.13881442,0.069663368,0.000253552,0.06936793,-0.139031306,-22562768,3493087.25,-21728552,0
0.008191931,0.06930507,0.000407651,0.069041654,-0.138694108,0.069663368,0.000253552,0.06936793,-0.139031306,-35243612,3904601.75,-33620976,0
0.008222648,0.069294296,0.000453785,0.068994977,-0.13866581,0.069663368,0.000253552,0.06936793,-0.139031306,-37223644,5073564.5,-37420460,0
0.008253364,0.069368586,0.000528433,0.06906765,-0.1387382,0.069663368,0.000253552,0.06936793,-0.139031306,-29790506,6965024,-30069258,0
0.008280667,0.069550447,0.000526944,0.069196381,-0.138891175,0.069663368,0.000253552,0.06936793,-0.139031306,-12821923,6927297.5,-15792979,0
0.008311383,0.069782242,0.000589,0.069452293,-0.139131397,0.069663368,0.000253552,0.06936793,-0.139031306,11097895,8499698,9349100,0
0.0083421,0.070108697,0.00062834,0.069704033,-0.139416173,0.069663368,0.000253552,0.06936793,-0.139031306,42073412,9496492,36538084,0
0.008372816,0.070380047,0.000612398,0.06999208,-0.139691696,0.069663368,0.000253552,0.06936793,-0.139031306,69786968,9092558,65097992,0
0.00840012,0.070601478,0.000643565,0.070162751,-0.13988483,0.069663368,0.000253552,0.06936793,-0.139031306,90795672,9882278,83534136,0
0.008430836,0.070727244,0.000627531,0.070290118,-0.140009508,0.069663368,0.000253552,0.06936793,-0.139031306,103487064,9475996,96306984,0
0.008461553,0.070735767,0.000610794,0.07024847,-0.139993191,0.069663368,0.000253552,0.06936793,-0.139031306,103092152,9051904,93369184,0
0.008492269,0.070592538,0.000561243,0.070092447,-0.139845788,0.069663368,0.000253552,0.06936793,-0.139031306,88364416,7796376,77993408,0
0.008522986,0.070339255,0.000552868,0.069809757,-0.1395818,0.069663368,0.000253552,0.06936793,-0.139031306,62151068,7584153,50289448,0
0.008550289,0.070032112,0.000561899,0.069513455,-0.139284581,0.069663368,0.000253552,0.06936793,-0.139031306,31523838,7812998,20211742,0
0.008581005,0.069691576,0.000440524,0.069136769,-0.138931319,0.069663368,0.000253552,0.06936793,-0.139031306,-3635393,4737559.5,-16779576,0
0.008611722,0.06934227,0.000520831,0.068831645,-0.138608992,0.069663368,0.000253552,0.06936793,-0.139031306,-37671784,6772391,-48576944,0
0.008642438,0.069090791,0.000482593,0.068592563,-0.138367385,0.069663368,0.000253552,0.06936793,-0.139031306,-62660160,5803520.5,-72936744,0
0.008673154,0.068931177,0.000433547,0.068492301,-0.138239384,0.069663368,0.000253552,0.06936793,-0.139031306,-77235608,4560764,-84504720,0
0.008700457,0.068921261,0.000462212,0.068491235,-0.138233975,0.069663368,0.000253552,0.06936793,-0.139031306,-78012144,5287094,-84832696,0
0.008731174,0.068999715,0.000464667,0.068656787,-0.138354152,0.069663368,0.000253552,0.06936793,-0.139031306,-67945952,5349284.5,-70352640,0
0.00876189,0.069228292,0.000406026,0.068903789,-0.138588399,0.069663368,0.000253552,0.06936793,-0.139031306,-44492040,3863417.25,-45964648,0
0.008792607,0.069510311,0.000450653,0.069259711,-0.138902605,0.069663368,0.000253552,0.06936793,-0.139031306,-14276867,4994212.5,-12004597,0
0.008823323,0.06986282,0.000402686,0.069610693,-0.139249101,0.069663368,0.000253552,0.06936793,-0.139031306,21145994,3778808.5,23340880,0
0.008850627,0.070127368,0.000437601,0.069924355,-0.139533892,0.069663368,0.000253552,0.06936793,-0.139031306,48984900,4663490,53668748,0
0.008881343,0.070391394,0.00043493,0.070162371,-0.139781162,0.069663368,0.000253552,0.06936793,-0.139031306,74895976,4595811,78261776,0
0.008912059,0.07051228,0.000430378,0.070290223,-0.139903679,0.069663368,0.000253552,0.06936793,-0.139031306,87230392,4480459.5,90948920,0
0.008942775,0.070538037,0.000461259,0.070238233,-0.13989076,0.069663368,0.000253552,0.06936793,-0.139031306,87881144,5262948.5,87659976,0
0.008970079,0.070415951,0.000474061,0.070112303,-0.1397686,0.069663368,0.000253552,0.06936793,-0.139031306,75503440,5587322.5,75087240,0
0.009000795,0.070221178,0.000494253,0.069843598,-0.139540315,0.069663368,0.000253552,0.06936793,-0.139031306,54064524,6098947.5,49902040,0
0.009031512,0.069970384,0.000506976,0.069529735,-0.139262199,0.069663368,0.000253552,0.06936793,-0.139031306,27261080,6421332,19902268,0
0.009062228,0.069721997,0.000528399,0.069234349,-0.138994366,0.069663368,0.000253552,0.06936793,-0.139031306,1101074.25,6964162,-8639377,0
0.009092945,0.069518127,0.000568383,0.06899634,-0.138776734,0.069663368,0.000253552,0.06936793,-0.139031306,-20259842,7977296,-31730474,0
0.009120248,0.069421321,0.000558715,0.068857171,-0.138660505,0.069663368,0.000253552,0.06936793,-0.139031306,-31055438,7732313.5,-44672892,0
0.009150964,0.0693895,0.000555432,0.068817064,-0.13862507,0.069663368,0.000253552,0.06936793,-0.139031306,-34463388,7649119,-48500628,0
0.00918168,0.069475085,0.000590564,0.068891704,-0.138703987,0.069663368,0.000253552,0.06936793,-0.139031306,-26127056,8539308,-40719112,0
0.009212397,0.069624022,0.000556908,0.069075815,-0.138868034,0.069663368,0.000253552,0.06936793,-0.139031306,-10266190,7686534.5,-23075768,0
0.009243113,0.069846064,0.000532479,0.069322899,-0.139099091,0.069663368,0.000253552,0.06936793,-0.139031306,12695343,7067530.5,1154905.25,0
0.009270417,0.070053317,0.00053661,0.069561243,-0.13931857,0.069663368,0.000253552,0.06936793,-0.139031306,34320828,7172201,24355998,0
0.009301133,0.070259824,0.000502423,0.069825232,-0.139550313,0.069663368,0.000253552,0.06936793,-0.139031306,56529544,6305967,49477716,0
0.009331849,0.070385121,0.000496524,0.070014037,-0.139705017,0.069663368,0.000253552,0.06936793,-0.139031306,70719056,6156506,66885596,0
0.009362565,0.070438147,0.000457358,0.070079684,-0.13976346,0.069663368,0.000253552,0.06936793,-0.139031306,76368232,5164090,73174592,0
0.009393282,0.070351623,0.000483656,0.070048429,-0.139705449,0.069663368,0.000253552,0.06936793,-0.139031306,69043888,5830436,68650688,0
0.009420586,0.070205785,0.000456867,0.069911629,-0.139566243,0.069663368,0.000253552,0.06936793,-0.139031306,54598264,5151661,54663140,0
0.009451302,0.069971837,0.000484874,0.069685996,-0.139339879,0.069663368,0.000253552,0.06936793,-0.139031306,31271334,5861303,31757510,0
0.009482019,0.069719039,0.000491243,0.06941887,-0.139083803,0.069663368,0.000253552,0.06936793,-0.139031306,5483038,6022699.5,5243552.5,0
0.009512735,0.069478832,0.000502513,0.069179699,-0.138847694,0.069663368,0.000253552,0.06936793,-0.139031306,-18655192,6308256,-18842156,0
0.009540038,0.069325477,0.000540633,0.069010429,-0.138688788,0.069663368,0.000253552,0.06936793,-0.139031306,-34479500,7274142.5,-35473072,0
0.009570754,0.069236904,0.000537505,0.068903536,-0.138592511,0.069663368,0.000253552,0.06936793,-0.139031306,-43846992,7194887,-45769028,0
0.009601471,0.069267422,0.000549011,0.068900771,-0.138606176,0.069663368,0.000253552,0.06936793,-0.139031306,-41607860,7486443.5,-45216664,0
0.009632187,0.069381274,0.000564555,0.069010369,-0.138716236,0.069663368,0.000253552,0.06936793,-0.139031306,-30260494,7880299,-34084876,0
0.009662904,0.069595546,0.000572421,0.069190219,-0.138910353,0.069663368,0.000253552,0.06936793,-0.139031306,-9564936,8079605.5,-15133788,0
0.009690207,0.069810368,0.000540121,0.069413409,-0.139126092,0.069663368,0.000253552,0.06936793,-0.139031306,12254648,7261173.5,7109861,0
0.009720923,0.070091173,0.000539884,0.06963826,-0.13937515,0.069663368,0.000253552,0.06936793,-0.139031306,39105864,7255179.5,31125530,0
0.009751639,0.070286825,0.000541369,0.069868155,-0.13958475,0.069663368,0.000253552,0.06936793,-0.139031306,59642920,7292803,53398068,0
0.009782356,0.070442177,0.000485831,0.069989927,-0.139721245,0.069663368,0.000253552,0.06936793,-0.139031306,74432680,5885550.5,66486180,0
0.009813072,0.070467398,0.000468713,0.07001517,-0.1397461,0.069663368,0.000253552,0.06936793,-0.139031306,76970288,5451826,69024552,0
0.009840376,0.070404053,0.000468827,0.069945917,-0.139680788,0.069663368,0.000253552,0.06936793,-0.139031306,70450440,5454704.5,62205356,0
0.009871093,0.07022246,0.000426005,0.069782771,-0.139510989,0.069663368,0.000253552,0.06936793,-0.139031306,52643380,4369675.5,45333092,0
0.009901809,0.069994301,0.000424576,0.069536127,-0.13927713,0.069663368,0.000253552,0.06936793,-0.139031306,29229882,4333457,20982706,0
0.009932525,0.069730885,0.000405283,0.069295935,-0.139029086,0.069663368,0.000253552,0.06936793,-0.139031306,3310971.75,3844615.5,-3759137.5,0
0.009963241,0.069501474,0.000443305,0.069070704,-0.138805151,0.069663368,0.000253552,0.06936793,-0.139031306,-19663258,4808012.5,-26521260,0
0.009990545,0.06934727,0.000416443,0.06894245,-0.138666034,0.069663368,0.000253552,0.06936793,-0.139031306,-34527840,4127374.25,-40070932,0
0.010021261,0.069274142,0.00043658,0.068878122,-0.138598338,0.069663368,0.000253552,0.06936793,-0.139031306,-41664808,4637626.5,-46761968,0
0.010051978,0.069294542,0.000468573,0.068927228,-0.138632566,0.069663368,0.000253552,0.06936793,-0.139031306,-38896008,5448267.5,-42538132,0
0.010082694,0.06942255,0.000457624,0.069076538,-0.13876915,0.069663368,0.000253552,0.06936793,-0.139031306,-25486928,5170827.5,-28050074,0
0.01011341,0.069620885,0.000511016,0.069314137,-0.138983876,0.069663368,0.000253552,0.06936793,-0.139031306,-4554856.5,6523709,-5128242,0
0.010140713,0.069851294,0.000528306,0.069537543,-0.139207393,0.069663368,0.000253552,0.06936793,-0.139031306,18448780,6961813,17520706,0
0.01017143,0.070095897,0.000549275,0.069809556,-0.139461845,0.069663368,0.000253552,0.06936793,-0.139031306,43738976,7493129,44200084,0
0.010202146,0.070303999,0.000598942,0.070020407,-0.139668196,0.069663368,0.000253552,0.06936793,-0.139031306,64742096,8751609,65342628,0
0.010232863,0.070429355,0.000635125,0.070142947,-0.139790297,0.069663368,0.000253552,0.06936793,-0.139031306,77282016,9668427,77739688,0
0.010260166,0.070473626,0.000636633,0.070138641,-0.139809981,0.069663368,0.000253552,0.06936793,-0.139031306,80523152,9706639,78519264,0
0.010290883,0.070376649,0.000674846,0.07006108,-0.139724001,0.069663368,0.000253552,0.06936793,-0.139031306,71252096,10674876,70232112,0
0.010321599,0.070240684,0.000673503,0.069842853,-0.139549553,0.069663368,0.000253552,0.06936793,-0.139031306,55521172,10640864,50332560,0
0.010352315,0.069996811,0.000672201,0.069606863,-0.139313206,0.069663368,0.000253552,0.06936793,-0.139031306,31185306,10607866,26396072,0
0.010383031,0.069785722,0.000613817,0.069316313,-0.13906613,0.069663368,0.000253552,0.06936793,-0.139031306,7966904.5,9128506,-849446.1875,0
0.010410335,0.069575801,0.000621417,0.069124736,-0.138868377,0.069663368,0.000253552,0.06936793,-0.139031306,-12692682,9321088,-20579166,0
0.010441051,0.069441706,0.000566922,0.068933815,-0.138708293,0.069663368,0.000253552,0.06936793,-0.139031306,-27600598,7940259.5,-38366772,0
0.010471768,0.069364101,0.00047833,0.068869248,-0.138638273,0.069663368,0.000253552,0.06936793,-0.139031306,-35081816,5695503,-45187764,0
0.010502484,0.069397762,0.000463798,0.06888447,-0.138662338,0.069663368,0.000253552,0.06936793,-0.139031306,-32156102,5327287.5,-43196120,0
0.010533201,0.069505498,0.000390894,0.069019683,-0.138782009,0.069663368,0.000253552,0.06936793,-0.139031306,-20631952,3480008.75,-30279652,0
0.010560504,0.069666818,0.000345354,0.069194175,-0.138947412,0.069663368,0.000253552,0.06936793,-0.139031306,-4075027.75,2326094.25,-13055356,0
0.01059122,0.06987679,0.000307801,0.069428079,-0.139166027,0.069663368,0.000253552,0.06936793,-0.139031306,17644720,1374568.25,9877376,0
0.010621937,0.070086673,0.00028894,0.069663659,-0.139385447,0.069663368,0.000253552,0.06936793,-0.139031306,39399824,896656.1875,32934654,0
0.010652653,0.070243634,0.000296708,0.069853611,-0.139556304,0.069663368,0.000253552,0.06936793,-0.139031306,56012852,1093495.5,51219876,0
0.010683369,0.070328414,0.000340121,0.069955818,-0.139648408,0.069663368,0.000253552,0.06936793,-0.139031306,64976576,2193513.75,61066724,0
0.010710672,0.070323728,0.000328683,0.069961227,-0.139648765,0.069663368,0.000253552,0.06936793,-0.139031306,64757128,1903684.875,61358796,0
0.010741389,0.070218541,0.000458473,0.069877066,-0.139555499,0.069663368,0.000253552,0.06936793,-0.139031306,54700372,5192353,52367476,0
0.010772105,0.070050187,0.000494829,0.0697053,-0.13938798,0.069663368,0.000253552,0.06936793,-0.139031306,37679232,6113539.5,35173256,0
0.010802822,0.069836363,0.000572816,0.069493532,-0.139178365,0.069663368,0.000253552,0.06936793,-0.139031306,16220755,8089611.5,13819268,0
0.010830125,0.0696408,0.00062839,0.069306694,-0.138990015,0.069663368,0.000253552,0.06936793,-0.139031306,-3234511.5,9497776,-5194072.5,0
0.010860842,0.069472127,0.000712619,0.069123335,-0.138816625,0.069663368,0.000253552,0.06936793,-0.139031306,-20569474,11631994,-23273146,0
0.010891558,0.069354191,0.000711154,0.069024287,-0.138709754,0.069663368,0.000253552,0.06936793,-0.139031306,-31961582,11594876,-33708304,0
0.010922275,0.069347471,0.000747197,0.068995252,-0.138692141,0.069663368,0.000253552,0.06936793,-0.139031306,-33194656,12508128,-36071916,0
0.010952991,0.069415696,0.000713398,0.06908226,-0.138768598,0.069663368,0.000253552,0.06936793,-0.139031306,-25862700,11651733,-27788404,0
0.010980294,0.069566399,0.000702961,0.069205478,-0.138903514,0.069663368,0.000253552,0.06936793,-0.139031306,-11388383,11387266,-14706676,0
0.01101101,0.069765151,0.000636309,0.069427416,-0.139110714,0.069663368,0.000253552,0.06936793,-0.139031306,9184391,9698408,7040750.5,0
0.011041727,0.070009045,0.000575637,0.069645047,-0.139338031,0.069663368,0.000253552,0.06936793,-0.139031306,33063482,8161094,29589380,0
0.011072443,0.070204809,0.000488192,0.06986326,-0.139541939,0.069663368,0.000253552,0.06936793,-0.139031306,53317320,5945387.5,50980484,0
0.01110316,0.070360161,0.000452641,0.069994979,-0.139683336,0.069663368,0.000253552,0.06936793,-0.139031306,68355064,5044584.5,64820796,0
0.011130463,0.070410438,0.000364886,0.070046209,-0.139733329,0.069663368,0.000253552,0.06936793,-0.139031306,73436928,2821020.75,69950736,0
0.011161179,0.070364572,0.000322838,0.069995202,-0.139685616,0.069663368,0.000253552,0.06936793,-0.139031306,68694776,1755582.375,64948060,0
0.011191895,0.070239171,0.00032922,0.069832824,-0.139543876,0.069663368,0.000253552,0.06936793,-0.139031306,55156716,1917291.875,49536156,0
0.011222612,0.070023127,0.000341354,0.069618367,-0.139331833,0.069663368,0.000253552,0.06936793,-0.139031306,33462948,2224759.5,27922580,0
0.011253328,0.069800109,0.000355984,0.069347084,-0.139088362,0.069663368,0.000253552,0.06936793,-0.139031306,9822919,2595458.25,1836924.125,0
0.011280632,0.069593117,0.000415867,0.069150768,-0.13888973,0.069663368,0.000253552,0.06936793,-0.139031306,-10733158,4112788,-18177942,0
0.011311349,0.069436744,0.000449571,0.06895072,-0.138714179,0.069663368,0.000253552,0.06936793,-0.139031306,-27553882,4966774.5,-37212308,0
0.011342064,0.069330476,0.000528882,0.068872735,-0.138623431,0.069663368,0.000253552,0.06936793,-0.139031306,-37538168,6976399.5,-45763020,0
0.01137278,0.069358833,0.00054648,0.068867393,-0.138634756,0.069663368,0.000253552,0.06936793,-0.139031306,-35526668,7422289,-45459192,0
0.011400084,0.069442749,0.000586111,0.068979613,-0.13873136,0.069663368,0.000253552,0.06936793,-0.139031306,-26378436,8426486,-34876792,0
0.011430801,0.069630384,0.000627462,0.069172643,-0.138918862,0.069663368,0.000253552,0.06936793,-0.139031306,-7368400,9474240,-15593275,0
0.011461517,0.069881141,0.000641565,0.069437422,-0.139172778,0.069663368,0.000253552,0.06936793,-0.139031306,18206902,9831609,10692729,0
0.011492234,0.070143923,0.000614341,0.069715336,-0.139439091,0.069663368,0.000253552,0.06936793,-0.139031306,45019596,9141777,38272256,0
0.01152295,0.070377335,0.000636068,0.069965191,-0.139677122,0.069663368,0.000253552,0.06936793,-0.139031306,68911008,9692304,62996600,0
